<gps i=356708044299665 t=1344358488000 x=30.44601733 y=59.87331922 z=20.2 s=0.75 c=335.2 a=39.0>
<gps i=356708044299665 t=1344358489015 x=30.44605932 y=59.8733136 z=20.3 s=1.0 c=117.3 a=31.0>
<gps i=356708044299665 t=1344358490009 x=30.44609132 y=59.87330854 z=20.5 s=0.75 c=134.8 a=26.0>
<gps i=356708044299665 t=1344358491006 x=30.44609947 y=59.87330407 z=20.3 s=0.5 c=134.8 a=26.0>
<gps i=356708044299665 t=1344358491992 x=30.44611193 y=59.87330349 z=20.0 s=0.5 c=134.8 a=29.0>
<gps i=356708044299665 t=1344358493023 x=30.44612467 y=59.8733063 z=20.0 s=0.5 c=134.8 a=33.0>
<gps i=356708044299665 t=1344358493999 x=30.4461293 y=59.87330786 z=20.0 s=0.25 c=134.8 a=34.0>
<gps i=356708044299665 t=1344358494993 x=30.44613551 y=59.87331191 z=19.8 s=0.25 c=134.8 a=35.0>
<gps i=356708044299665 t=1344358496013 x=30.44614577 y=59.87332199 z=17.9 s=0.25 c=134.8 a=33.0>
<gps i=356708044299665 t=1344358497014 x=30.44615928 y=59.87333233 z=18.1 s=0.5 c=134.8 a=35.0>
<gps i=356708044299665 t=1344358497997 x=30.44617422 y=59.87334063 z=17.9 s=0.5 c=134.8 a=37.0>
<gps i=356708044299665 t=1344358499000 x=30.44618696 y=59.87334852 z=18.0 s=0.5 c=134.8 a=40.0>
<gps i=356708044299665 t=1344358500000 x=30.44620094 y=59.87335515 z=17.8 s=0.5 c=134.8 a=40.0>
<gps i=356708044299665 t=1344358501009 x=30.4462135 y=59.87336097 z=17.8 s=0.5 c=134.8 a=42.0>
<gps i=356708044299665 t=1344358501999 x=30.44621485 y=59.87336227 z=18.1 s=0.25 c=134.8 a=43.0>
<gps i=356708044299665 t=1344358502997 x=30.44622783 y=59.87336203 z=18.2 s=0.5 c=134.8 a=43.0>
<gps i=356708044299665 t=1344358504019 x=30.44620234 y=59.87336338 z=19.2 s=0.25 c=134.8 a=37.0>
<gps i=356708044299665 t=1344358504993 x=30.44615258 y=59.87335894 z=19.7 s=0.25 c=134.8 a=30.0>
<gps i=356708044299665 t=1344358506001 x=30.44608064 y=59.8733474 z=22.0 s=0.5 c=134.8 a=28.0>
<gps i=356708044299665 t=1344358507012 x=30.44603202 y=59.87333758 z=23.1 s=0.0 c=0.0 a=24.0>
<gps i=356708044299665 t=1344358508019 x=30.44599033 y=59.87333486 z=22.3 s=0.0 c=0.0 a=21.0>
<gps i=356708044299665 t=1344358509002 x=30.4459579 y=59.87333421 z=22.5 s=0.25 c=134.8 a=19.0>
<gps i=356708044299665 t=1344358509990 x=30.44593233 y=59.87333435 z=22.5 s=0.25 c=134.8 a=18.0>
<gps i=356708044299665 t=1344358511020 x=30.44591311 y=59.87333537 z=22.6 s=0.25 c=134.8 a=18.0>
