<gps i=012403002029470 t=1344656948000 x=30.28297548 y=59.94781815 z=5.1 s=0.75 c=196.1 a=38.0>
<gps i=012403002029470 t=1344656958000 x=30.28304652 y=59.94779991 z=19.3 s=0.25 c=32.7 a=20.0>
<gps i=012403002029470 t=1344656959000 x=30.28298758 y=59.94780662 z=19.6 s=0.25 c=34.2 a=18.0>
<gps i=012403002029470 t=1344656960000 x=30.28305156 y=59.94783866 z=16.4 s=0.25 c=40.5 a=17.0>
<gps i=012403002029470 t=1344656961000 x=30.28306285 y=59.9478494 z=15.2 s=0.25 c=276.4 a=15.0>
<gps i=012403002029470 t=1344656962000 x=30.28311528 y=59.94786891 z=15.3 s=0.25 c=294.9 a=11.0>
<gps i=012403002029470 t=1344656963000 x=30.28312578 y=59.94787838 z=14.5 s=0.25 c=353.4 a=10.0>
<gps i=012403002029470 t=1344656964000 x=30.28314856 y=59.94787946 z=14.7 s=0.25 c=105.4 a=9.0>
<gps i=012403002029470 t=1344656965000 x=30.2831722 y=59.94788778 z=13.8 s=0.25 c=138.6 a=9.0>
<gps i=012403002029470 t=1344656966000 x=30.28316543 y=59.94788419 z=13.6 s=0.25 c=158.2 a=8.0>
<gps i=012403002029470 t=1344656967000 x=30.28317097 y=59.94788043 z=14.9 s=0.25 c=153.5 a=8.0>
<gps i=012403002029470 t=1344656968000 x=30.2831775 y=59.94788547 z=14.3 s=0.5 c=64.5 a=8.0>
<gps i=012403002029470 t=1344656969000 x=30.28315722 y=59.94788179 z=14.0 s=0.25 c=48.8 a=8.0>
<gps i=012403002029470 t=1344656970000 x=30.28316551 y=59.94788304 z=15.0 s=0.25 c=60.4 a=9.0>
<gps i=012403002029470 t=1344656971000 x=30.2831948 y=59.947874 z=15.1 s=0.75 c=104.0 a=9.0>
<gps i=012403002029470 t=1344656972000 x=30.28323711 y=59.94788174 z=14.8 s=1.0 c=90.7 a=9.0>
<gps i=012403002029470 t=1344656973000 x=30.28328925 y=59.94788047 z=15.3 s=2.25 c=84.5 a=9.0>
<gps i=012403002029470 t=1344656974000 x=30.28333152 y=59.94788247 z=15.3 s=2.25 c=84.5 a=10.0>
<gps i=012403002029470 t=1344656975000 x=30.28336923 y=59.94786078 z=14.8 s=2.25 c=107.7 a=10.0>
<gps i=012403002029470 t=1344656976000 x=30.28342234 y=59.94785238 z=14.8 s=2.5 c=107.5 a=10.0>
<gps i=012403002029470 t=1344656977000 x=30.28354283 y=59.94781611 z=14.5 s=3.75 c=110.2 a=10.0>
<gps i=012403002029470 t=1344656978000 x=30.28360823 y=59.94776688 z=13.7 s=4.0 c=111.9 a=10.0>
<gps i=012403002029470 t=1344656979000 x=30.28371434 y=59.94776036 z=14.8 s=3.75 c=96.2 a=9.0>
<gps i=012403002029470 t=1344656980000 x=30.28381359 y=59.94776956 z=15.3 s=4.5 c=79.1 a=8.0>
